data;plano contas id;cliente;uf;valor recebido
28/08/2017;11;Cliente 10;SP;R$ 8.039,90
29/08/2017;11;Cliente 970;SP;R$ 84,78
29/08/2017;11;Cliente 617;SP;R$ 354,48
29/08/2017;11;Cliente 972;SP;R$ 2.000,02
29/08/2017;11;Cliente 919;SP;R$ 1.951,47
30/08/2017;11;Cliente 975;SP;R$ 147,73
30/08/2017;11;Cliente 976;SP;R$ 229,45
30/08/2017;11;Cliente 941;SP;R$ 17.705,18
30/08/2017;11;Cliente 941;SP;R$ 17.389,63
30/08/2017;11;Cliente 968;SP;R$ 8.055,81
30/08/2017;11;Cliente 968;SP;R$ 8.076,68
30/08/2017;11;Cliente 600;SP;R$ 761,45
30/08/2017;11;Cliente 564;SP;R$ 1.026,88
30/08/2017;11;Cliente 538;SP;R$ 847,25
30/08/2017;11;Cliente 538;SP;R$ 677,55
30/08/2017;11;Cliente 537;SP;R$ 386,08
30/08/2017;11;Cliente 282;SP;R$ 729,96
30/08/2017;11;Cliente 977;SP;R$ 249,71
30/08/2017;11;Cliente 282;SP;R$ 319,00
31/08/2017;11;Cliente 81;SP;R$ 4.741,46
31/08/2017;11;Cliente 81;SP;R$ 3.864,74
31/08/2017;11;Cliente 60;SP;R$ 1.069,26
31/08/2017;11;Cliente 60;SP;R$ 1.091,62
31/08/2017;11;Cliente 60;SP;R$ 716,95
31/08/2017;11;Cliente 254;SP;R$ 2.058,70
31/08/2017;11;Cliente 979;SP;R$ 332,64
31/08/2017;11;Cliente 980;SP;R$ 1.294,52
31/08/2017;11;Cliente 59;SP;R$ 917,85
31/08/2017;11;Cliente 59;SP;R$ 1.025,73
31/08/2017;11;Cliente 59;SP;R$ 1.041,91
31/08/2017;11;Cliente 643;SP;R$ 152,24
01/09/2017;11;Cliente 97;SP;R$ 1.034,26
01/09/2017;11;Cliente 574;SP;R$ 1.030,32
01/09/2017;11;Cliente 564;SP;R$ 469,65
01/09/2017;11;Cliente 984;SP;R$ 794,79
04/09/2017;11;Cliente 986;SP;R$ 36.123,43
04/09/2017;11;Cliente 987;SP;R$ 94,91
04/09/2017;11;Cliente 544;SP;R$ 872,59
04/09/2017;11;Cliente 544;SP;R$ 1.295,32
04/09/2017;11;Cliente 544;SP;R$ 1.194,11
04/09/2017;11;Cliente 623;SP;R$ 596,41
04/09/2017;11;Cliente 988;SP;R$ 696,86
04/09/2017;11;Cliente 988;SP;R$ 642,46
04/09/2017;11;Cliente 396;SP;R$ 1.096,74
04/09/2017;11;Cliente 118;SP;R$ 1.210,70
04/09/2017;11;Cliente 118;SP;R$ 1.295,37
04/09/2017;11;Cliente 118;SP;R$ 669,94
05/09/2017;11;Cliente 811;SP;R$ 3.579,90
05/09/2017;11;Cliente 990;SP;R$ 3.540,72
05/09/2017;11;Cliente 826;SP;R$ 1.280,45
05/09/2017;11;Cliente 789;SP;R$ 610,25
05/09/2017;11;Cliente 789;SP;R$ 661,05
05/09/2017;11;Cliente 789;SP;R$ 414,93
05/09/2017;11;Cliente 991;SP;R$ 325,04
05/09/2017;11;Cliente 992;SP;R$ 723,91
05/09/2017;11;Cliente 992;SP;R$ 975,57
05/09/2017;11;Cliente 992;SP;R$ 760,18
05/09/2017;11;Cliente 618;SP;R$ 585,61
05/09/2017;11;Cliente 356;SP;R$ 253,17
05/09/2017;11;Cliente 356;SP;R$ 610,28
05/09/2017;11;Cliente 356;SP;R$ 395,75
05/09/2017;11;Cliente 59;SP;R$ 893,07
05/09/2017;11;Cliente 643;SP;R$ 82,49
05/09/2017;11;Cliente 472;SP;R$ 701,71
05/09/2017;11;Cliente 955;SP;R$ 684,08
06/09/2017;11;Cliente 116;SP;R$ 826,69
06/09/2017;11;Cliente 116;SP;R$ 608,69
06/09/2017;11;Cliente 116;SP;R$ 796,35
06/09/2017;11;Cliente 117;SP;R$ 614,27
08/09/2017;11;Cliente 789;SP;R$ 419,47
08/09/2017;11;Cliente 789;SP;R$ 908,93
08/09/2017;11;Cliente 789;SP;R$ 592,09
11/09/2017;11;Cliente 219;SP;R$ 8.740,26
11/09/2017;11;Cliente 994;SP;R$ 195,08
11/09/2017;11;Cliente 148;SP;R$ 23.403,61
11/09/2017;11;Cliente 251;SP;R$ 1.329,84
11/09/2017;11;Cliente 251;SP;R$ 1.256,34
11/09/2017;11;Cliente 251;SP;R$ 1.204,55
11/09/2017;11;Cliente 996;SP;R$ 315,84
11/09/2017;11;Cliente 371;SP;R$ 3.559,20
11/09/2017;11;Cliente 59;SP;R$ 1.038,77
11/09/2017;11;Cliente 59;SP;R$ 624,36
11/09/2017;11;Cliente 166;SP;R$ 974,85
11/09/2017;11;Cliente 166;SP;R$ 988,78
11/09/2017;11;Cliente 166;SP;R$ 366,14
12/09/2017;11;Cliente 997;SP;R$ 3.329,42
12/09/2017;11;Cliente 998;SP;R$ 3.738,82
12/09/2017;11;Cliente 953;SP;R$ 510,92
12/09/2017;11;Cliente 643;SP;R$ 36,57
13/09/2017;11;Cliente 1000;SP;R$ 1.361,12
13/09/2017;11;Cliente 628;SP;R$ 5.456,55
13/09/2017;11;Cliente 1001;SP;R$ 9.067,79
13/09/2017;11;Cliente 544;SP;R$ 340,45
13/09/2017;11;Cliente 544;SP;R$ 432,06
13/09/2017;11;Cliente 544;SP;R$ 399,90
13/09/2017;11;Cliente 958;SP;R$ 999,31
13/09/2017;11;Cliente 958;SP;R$ 815,08
13/09/2017;11;Cliente 958;SP;R$ 1.036,90
13/09/2017;11;Cliente 143;SP;R$ 222,48
13/09/2017;11;Cliente 36;SP;R$ 317,38
13/09/2017;11;Cliente 281;SP;R$ 427,00
13/09/2017;11;Cliente 281;SP;R$ 1.017,97
13/09/2017;11;Cliente 281;SP;R$ 1.252,41
13/09/2017;11;Cliente 564;SP;R$ 721,65
13/09/2017;11;Cliente 36;SP;R$ 468,33
13/09/2017;11;Cliente 920;SP;R$ 346,37
14/09/2017;11;Cliente 1003;SP;R$ 352,62
14/09/2017;11;Cliente 767;SP;R$ 2.436,09
14/09/2017;11;Cliente 1004;SP;R$ 1.113,99
14/09/2017;11;Cliente 544;SP;R$ 728,76
14/09/2017;11;Cliente 544;SP;R$ 663,54
14/09/2017;11;Cliente 544;SP;R$ 1.218,60
14/09/2017;11;Cliente 1005;SP;R$ 1.567,08
14/09/2017;11;Cliente 1006;SP;R$ 6.259,22
14/09/2017;11;Cliente 350;SP;R$ 161,14
14/09/2017;11;Cliente 47;SP;R$ 3.654,58
14/09/2017;11;Cliente 47;SP;R$ 5.616,99
14/09/2017;11;Cliente 245;SP;R$ 922,38
14/09/2017;11;Cliente 356;SP;R$ 953,17
14/09/2017;11;Cliente 356;SP;R$ 962,83
14/09/2017;11;Cliente 861;SP;R$ 287,68
14/09/2017;11;Cliente 472;SP;R$ 179,71
14/09/2017;11;Cliente 941;SP;R$ 53.265,43
14/09/2017;11;Cliente 941;SP;R$ 51.439,21
15/09/2017;11;Cliente 1007;SP;R$ 12.727,37
15/09/2017;11;Cliente 158;SP;R$ 1.181,69
15/09/2017;11;Cliente 158;SP;R$ 1.588,48
15/09/2017;11;Cliente 1009;SP;R$ 1.762,44
15/09/2017;11;Cliente 832;SP;R$ 249,10
15/09/2017;11;Cliente 617;SP;R$ 3.208,18
15/09/2017;11;Cliente 617;SP;R$ 1.790,58
15/09/2017;11;Cliente 617;SP;R$ 1.979,47
15/09/2017;11;Cliente 833;SP;R$ 65,32
15/09/2017;11;Cliente 158;SP;R$ 1.330,85
15/09/2017;11;Cliente 472;SP;R$ 291,76
15/09/2017;11;Cliente 564;SP;R$ 729,25
15/09/2017;11;Cliente 1007;SP;R$ 8.263,72
18/09/2017;11;Cliente 757;SP;R$ 6.850,89
18/09/2017;11;Cliente 6;SP;R$ 4.033,20
18/09/2017;11;Cliente 507;SP;R$ 1.381,52
18/09/2017;11;Cliente 1012;SP;R$ 54,54
18/09/2017;11;Cliente 357;SP;R$ 845,45
18/09/2017;11;Cliente 357;SP;R$ 960,15
18/09/2017;11;Cliente 357;SP;R$ 933,14
18/09/2017;11;Cliente 116;SP;R$ 418,26
18/09/2017;11;Cliente 934;SP;R$ 295,28
18/09/2017;11;Cliente 1013;SP;R$ 38,27
19/09/2017;11;Cliente 789;SP;R$ 786,68
19/09/2017;11;Cliente 789;SP;R$ 484,45
19/09/2017;11;Cliente 542;SP;R$ 510,03
19/09/2017;11;Cliente 537;SP;R$ 190,20
19/09/2017;11;Cliente 818;SP;R$ 1.360,67
19/09/2017;11;Cliente 818;SP;R$ 1.865,02
19/09/2017;11;Cliente 818;SP;R$ 1.496,96
19/09/2017;11;Cliente 283;SP;R$ 724,31
19/09/2017;11;Cliente 399;SP;R$ 5.405,63
20/09/2017;11;Cliente 355;SP;R$ 8.931,08
20/09/2017;11;Cliente 1020;SP;R$ 386,40
20/09/2017;11;Cliente 116;SP;R$ 326,55
20/09/2017;11;Cliente 1021;SP;R$ 758,55
20/09/2017;11;Cliente 1021;SP;R$ 779,02
20/09/2017;11;Cliente 1021;SP;R$ 592,43
20/09/2017;11;Cliente 46;SP;R$ 2.178,40
20/09/2017;11;Cliente 716;SP;R$ 1.560,16
20/09/2017;11;Cliente 46;SP;R$ 1.668,61
21/09/2017;11;Cliente 1023;SP;R$ 635,82
21/09/2017;11;Cliente 1024;SP;R$ 959,78
21/09/2017;11;Cliente 731;SP;R$ 1.231,55
21/09/2017;11;Cliente 1025;SP;R$ 6.792,57
21/09/2017;11;Cliente 937;SP;R$ 1.457,61
21/09/2017;11;Cliente 937;SP;R$ 1.376,49
21/09/2017;11;Cliente 810;SP;R$ 488,24
21/09/2017;11;Cliente 810;SP;R$ 563,72
21/09/2017;11;Cliente 256;SP;R$ 821,88
21/09/2017;11;Cliente 256;SP;R$ 840,44
21/09/2017;11;Cliente 1026;SP;R$ 1.803,69
21/09/2017;11;Cliente 1026;SP;R$ 916,60
21/09/2017;11;Cliente 1026;SP;R$ 600,56
21/09/2017;11;Cliente 1026;SP;R$ 775,56
22/09/2017;11;Cliente 941;SP;R$ 849,69
22/09/2017;11;Cliente 731;SP;R$ 3.168,61
22/09/2017;11;Cliente 1027;SP;R$ 704,53
22/09/2017;11;Cliente 1027;SP;R$ 706,41
22/09/2017;11;Cliente 1027;SP;R$ 981,52
22/09/2017;11;Cliente 867;SP;R$ 1.402,48
22/09/2017;11;Cliente 59;SP;R$ 643,99
22/09/2017;11;Cliente 1028;SP;R$ 2.268,55
22/09/2017;11;Cliente 1028;SP;R$ 1.066,41
25/09/2017;11;Cliente 827;SP;R$ 741,62
25/09/2017;11;Cliente 827;SP;R$ 4.256,74
25/09/2017;11;Cliente 867;SP;R$ 120,97
25/09/2017;11;Cliente 142;SP;R$ 843,86
25/09/2017;11;Cliente 142;SP;R$ 323,42
26/09/2017;11;Cliente 245;SP;R$ 1.302,58
26/09/2017;11;Cliente 284;SP;R$ 368,77
26/09/2017;11;Cliente 46;SP;R$ 2.172,87
26/09/2017;11;Cliente 46;SP;R$ 3.557,75
26/09/2017;11;Cliente 46;SP;R$ 1.941,80
26/09/2017;11;Cliente 252;SP;R$ 3.828,33
26/09/2017;11;Cliente 482;SP;R$ 1.182,84
26/09/2017;11;Cliente 482;SP;R$ 672,25
26/09/2017;11;Cliente 482;SP;R$ 657,28
26/09/2017;11;Cliente 1029;SP;R$ 71,40
27/09/2017;11;Cliente 1031;SP;R$ 140,28
27/09/2017;11;Cliente 563;SP;R$ 3.183,77
27/09/2017;11;Cliente 563;SP;R$ 2.191,81
27/09/2017;11;Cliente 563;SP;R$ 2.279,72
27/09/2017;11;Cliente 393;SP;R$ 971,00
27/09/2017;11;Cliente 623;SP;R$ 2.924,41
27/09/2017;11;Cliente 1032;SP;R$ 1.473,93
27/09/2017;11;Cliente 1032;SP;R$ 517,05
27/09/2017;11;Cliente 1032;SP;R$ 371,25
27/09/2017;11;Cliente 1032;SP;R$ 550,28
28/09/2017;11;Cliente 116;SP;R$ 626,85
28/09/2017;11;Cliente 1027;SP;R$ 4.626,63
28/09/2017;11;Cliente 256;SP;R$ 194,94
28/09/2017;11;Cliente 59;SP;R$ 271,05
28/09/2017;11;Cliente 59;SP;R$ 329,26
28/09/2017;11;Cliente 59;SP;R$ 496,13
28/09/2017;11;Cliente 31;SP;R$ 562,91
29/09/2017;11;Cliente 158;SP;R$ 322,12
29/09/2017;11;Cliente 158;SP;R$ 426,58
29/09/2017;11;Cliente 990;SP;R$ 2.485,08
02/10/2017;11;Cliente 1035;SP;R$ 1.164,97
02/10/2017;11;Cliente 1036;SP;R$ 862,59
02/10/2017;11;Cliente 1036;SP;R$ 1.729,22
02/10/2017;11;Cliente 1036;SP;R$ 1.098,12
02/10/2017;11;Cliente 1037;SP;R$ 257,51
03/10/2017;11;Cliente 1038;SP;R$ 440,03
03/10/2017;11;Cliente 1038;SP;R$ 294,97
03/10/2017;11;Cliente 1039;SP;R$ 376,27
03/10/2017;11;Cliente 1040;SP;R$ 291,07
03/10/2017;11;Cliente 1041;SP;R$ 1.759,14
03/10/2017;11;Cliente 1041;SP;R$ 718,01
03/10/2017;11;Cliente 1042;SP;R$ 676,26
03/10/2017;11;Cliente 118;SP;R$ 1.130,20
03/10/2017;11;Cliente 118;SP;R$ 1.491,89
03/10/2017;11;Cliente 118;SP;R$ 1.425,44
03/10/2017;11;Cliente 1043;SP;R$ 630,49
03/10/2017;11;Cliente 1043;SP;R$ 1.101,11
03/10/2017;11;Cliente 1043;SP;R$ 556,94
03/10/2017;11;Cliente 832;SP;R$ 402,99
03/10/2017;11;Cliente 832;SP;R$ 881,17
03/10/2017;11;Cliente 139;SP;R$ 482,82
03/10/2017;11;Cliente 139;SP;R$ 1.006,18
03/10/2017;11;Cliente 139;SP;R$ 461,66
04/10/2017;11;Cliente 941;SP;R$ 12.167,45
04/10/2017;11;Cliente 563;SP;R$ 3.589,24
04/10/2017;11;Cliente 563;SP;R$ 3.369,25
04/10/2017;11;Cliente 563;SP;R$ 3.523,02
04/10/2017;11;Cliente 1044;SP;R$ 765,63
04/10/2017;11;Cliente 1044;SP;R$ 700,76
04/10/2017;11;Cliente 1044;SP;R$ 441,95
04/10/2017;11;Cliente 1045;SP;R$ 53,79
05/10/2017;11;Cliente 606;SP;R$ 1.921,92
05/10/2017;11;Cliente 789;SP;R$ 398,56
05/10/2017;11;Cliente 789;SP;R$ 641,79
05/10/2017;11;Cliente 789;SP;R$ 311,47
05/10/2017;11;Cliente 1048;SP;R$ 1.266,57
05/10/2017;11;Cliente 371;SP;R$ 1.293,59
05/10/2017;11;Cliente 543;SP;R$ 2.491,24
05/10/2017;11;Cliente 1035;SP;R$ 472,63
05/10/2017;11;Cliente 804;SP;R$ 5.071,71
06/10/2017;11;Cliente 623;SP;R$ 544,50
06/10/2017;11;Cliente 623;SP;R$ 526,09
06/10/2017;11;Cliente 945;SP;R$ 379,80
06/10/2017;11;Cliente 945;SP;R$ 268,62
09/10/2017;11;Cliente 60;SP;R$ 1.240,30
09/10/2017;11;Cliente 60;SP;R$ 973,28
09/10/2017;11;Cliente 60;SP;R$ 481,52
09/10/2017;11;Cliente 251;SP;R$ 397,19
09/10/2017;11;Cliente 251;SP;R$ 1.146,18
09/10/2017;11;Cliente 44;SP;R$ 914,52
09/10/2017;11;Cliente 44;SP;R$ 627,35
09/10/2017;11;Cliente 59;SP;R$ 1.300,84
09/10/2017;11;Cliente 59;SP;R$ 639,07
09/10/2017;11;Cliente 251;SP;R$ 1.258,75
10/10/2017;11;Cliente 731;SP;R$ 14.406,77
13/10/2017;11;Cliente 1051;SP;R$ 2.587,52
13/10/2017;11;Cliente 827;SP;R$ 27.684,20
13/10/2017;11;Cliente 603;SP;R$ 1.645,71
13/10/2017;11;Cliente 1052;SP;R$ 326,82
13/10/2017;11;Cliente 1053;SP;R$ 3.402,10
13/10/2017;11;Cliente 118;SP;R$ 1.263,15
13/10/2017;11;Cliente 118;SP;R$ 1.302,77
13/10/2017;11;Cliente 118;SP;R$ 1.229,73
13/10/2017;11;Cliente 796;SP;R$ 1.312,70
13/10/2017;11;Cliente 158;SP;R$ 1.221,02
13/10/2017;11;Cliente 158;SP;R$ 592,46
13/10/2017;11;Cliente 46;SP;R$ 3.014,90
13/10/2017;11;Cliente 46;SP;R$ 3.597,23
13/10/2017;11;Cliente 46;SP;R$ 4.661,64
13/10/2017;11;Cliente 46;SP;R$ 1.945,58
13/10/2017;11;Cliente 344;SP;R$ 572,18
13/10/2017;11;Cliente 117;SP;R$ 1.072,59
13/10/2017;11;Cliente 575;SP;R$ 1.374,73
13/10/2017;11;Cliente 575;SP;R$ 1.530,72
13/10/2017;11;Cliente 575;SP;R$ 1.267,72
13/10/2017;11;Cliente 603;SP;R$ 1.710,55
13/10/2017;11;Cliente 1040;SP;R$ 519,13
13/10/2017;11;Cliente 690;SP;R$ 2.678,59
13/10/2017;11;Cliente 690;SP;R$ 2.084,88
13/10/2017;11;Cliente 690;SP;R$ 2.860,66
13/10/2017;11;Cliente 72;SP;R$ 1.604,64
13/10/2017;11;Cliente 72;SP;R$ 1.482,15
13/10/2017;11;Cliente 537;SP;R$ 170,39
13/10/2017;11;Cliente 1054;SP;R$ 409,72
13/10/2017;11;Cliente 29;SP;R$ 556,67
13/10/2017;11;Cliente 29;SP;R$ 958,69
13/10/2017;11;Cliente 29;SP;R$ 1.076,93
13/10/2017;11;Cliente 887;SP;R$ 5.318,53
16/10/2017;11;Cliente 46;SP;R$ 1.203,09
16/10/2017;11;Cliente 46;SP;R$ 2.219,77
16/10/2017;11;Cliente 1057;SP;R$ 1.589,65
16/10/2017;11;Cliente 36;SP;R$ 776,55
16/10/2017;11;Cliente 1058;SP;R$ 41,55
17/10/2017;11;Cliente 1059;SP;R$ 9.788,43
17/10/2017;11;Cliente 197;SP;R$ 4.469,56
17/10/2017;11;Cliente 758;SP;R$ 5.450,41
17/10/2017;11;Cliente 758;SP;R$ 2.612,31
17/10/2017;11;Cliente 758;SP;R$ 2.001,76
17/10/2017;11;Cliente 758;SP;R$ 6.011,74
17/10/2017;11;Cliente 758;SP;R$ 2.533,45
17/10/2017;11;Cliente 758;SP;R$ 2.664,12
17/10/2017;11;Cliente 1060;SP;R$ 1.616,00
17/10/2017;11;Cliente 1041;SP;R$ 571,14
17/10/2017;11;Cliente 1041;SP;R$ 911,23
17/10/2017;11;Cliente 934;SP;R$ 432,60
17/10/2017;11;Cliente 870;SP;R$ 4.996,56
17/10/2017;11;Cliente 1041;SP;R$ 393,88
18/10/2017;11;Cliente 1062;SP;R$ 422,73
18/10/2017;11;Cliente 59;SP;R$ 1.569,05
18/10/2017;11;Cliente 1063;SP;R$ 574,89
18/10/2017;11;Cliente 1063;SP;R$ 947,24
18/10/2017;11;Cliente 247;SP;R$ 1.090,44
18/10/2017;11;Cliente 154;SP;R$ 8.330,39
18/10/2017;11;Cliente 59;SP;R$ 1.107,86
18/10/2017;11;Cliente 905;SP;R$ 4.034,01
19/10/2017;11;Cliente 6;SP;R$ 11.221,65
19/10/2017;11;Cliente 256;SP;R$ 976,37
19/10/2017;11;Cliente 256;SP;R$ 455,01
19/10/2017;11;Cliente 256;SP;R$ 1.013,13
19/10/2017;11;Cliente 1044;SP;R$ 252,26
19/10/2017;11;Cliente 958;SP;R$ 4.272,32
19/10/2017;11;Cliente 888;SP;R$ 2.107,84
19/10/2017;11;Cliente 888;SP;R$ 1.707,92
19/10/2017;11;Cliente 888;SP;R$ 1.791,28
19/10/2017;11;Cliente 888;SP;R$ 1.813,07
19/10/2017;11;Cliente 643;SP;R$ 345,68
19/10/2017;11;Cliente 643;SP;R$ 344,90
19/10/2017;11;Cliente 887;SP;R$ 3.546,48
19/10/2017;11;Cliente 480;SP;R$ 336,77
19/10/2017;11;Cliente 1064;SP;R$ 323,47
19/10/2017;11;Cliente 1065;SP;R$ 350,32
19/10/2017;11;Cliente 1066;SP;R$ 321,01
19/10/2017;11;Cliente 1067;SP;R$ 1.325,83
20/10/2017;11;Cliente 59;SP;R$ 1.336,71
20/10/2017;11;Cliente 59;SP;R$ 724,80
20/10/2017;11;Cliente 59;SP;R$ 1.120,92
20/10/2017;11;Cliente 154;SP;R$ 2.742,72
20/10/2017;11;Cliente 254;SP;R$ 1.825,18
20/10/2017;11;Cliente 544;SP;R$ 334,96
20/10/2017;11;Cliente 544;SP;R$ 594,34
20/10/2017;11;Cliente 544;SP;R$ 532,21
20/10/2017;11;Cliente 372;SP;R$ 246,63
20/10/2017;11;Cliente 372;SP;R$ 477,85
23/10/2017;11;Cliente 92;SP;R$ 1.953,08
23/10/2017;11;Cliente 1068;SP;R$ 1.237,97
23/10/2017;11;Cliente 1068;SP;R$ 1.179,72
23/10/2017;11;Cliente 344;SP;R$ 613,15
23/10/2017;11;Cliente 1069;SP;R$ 2.161,21
24/10/2017;11;Cliente 1070;SP;R$ 193,74
24/10/2017;11;Cliente 1071;SP;R$ 148,84
24/10/2017;11;Cliente 819;SP;R$ 4.391,41
24/10/2017;11;Cliente 330;SP;R$ 5.300,53
24/10/2017;11;Cliente 544;SP;R$ 649,37
24/10/2017;11;Cliente 544;SP;R$ 742,04
24/10/2017;11;Cliente 544;SP;R$ 1.068,96
24/10/2017;11;Cliente 283;SP;R$ 366,34
24/10/2017;11;Cliente 1072;SP;R$ 551,80
25/10/2017;11;Cliente 1075;SP;R$ 1.529,47
25/10/2017;11;Cliente 1041;SP;R$ 3.258,04
25/10/2017;11;Cliente 1006;SP;R$ 3.243,96
25/10/2017;11;Cliente 118;SP;R$ 662,94
25/10/2017;11;Cliente 118;SP;R$ 329,12
25/10/2017;11;Cliente 282;SP;R$ 471,32
25/10/2017;11;Cliente 940;SP;R$ 1.220,87
26/10/2017;11;Cliente 59;SP;R$ 718,54
26/10/2017;11;Cliente 59;SP;R$ 1.015,64
26/10/2017;11;Cliente 1078;SP;R$ 182,82
26/10/2017;11;Cliente 1079;SP;R$ 363,91
26/10/2017;11;Cliente 563;SP;R$ 1.961,89
26/10/2017;11;Cliente 563;SP;R$ 1.361,88
26/10/2017;11;Cliente 563;SP;R$ 1.619,90
26/10/2017;11;Cliente 59;SP;R$ -
27/10/2017;11;Cliente 1080;SP;R$ 5.151,04
27/10/2017;11;Cliente 629;SP;R$ 458,61
27/10/2017;11;Cliente 1079;SP;R$ 555,50
27/10/2017;11;Cliente 623;SP;R$ 1.274,76
27/10/2017;11;Cliente 1081;SP;R$ 634,24
27/10/2017;11;Cliente 1040;SP;R$ 500,41
30/10/2017;11;Cliente 219;SP;R$ 7.085,22
30/10/2017;11;Cliente 905;SP;R$ 991,27
30/10/2017;11;Cliente 941;SP;R$ 763,81
30/10/2017;11;Cliente 941;SP;R$ 2.325,09
30/10/2017;11;Cliente 941;SP;R$ 389,14
30/10/2017;11;Cliente 941;SP;R$ 18.907,78
30/10/2017;11;Cliente 941;SP;R$ 897,25
30/10/2017;11;Cliente 767;SP;R$ 1.021,02
30/10/2017;11;Cliente 142;SP;R$ 708,31
30/10/2017;11;Cliente 142;SP;R$ 541,06
30/10/2017;11;Cliente 59;SP;R$ 808,00
30/10/2017;11;Cliente 563;SP;R$ 2.816,47
30/10/2017;11;Cliente 563;SP;R$ 2.044,54
30/10/2017;11;Cliente 563;SP;R$ 2.510,51
30/10/2017;11;Cliente 1082;SP;R$ 1.501,15
30/10/2017;11;Cliente 1082;SP;R$ 1.527,33
30/10/2017;11;Cliente 741;SP;R$ 1.927,53
31/10/2017;11;Cliente 1084;SP;R$ 6.324,63
31/10/2017;11;Cliente 1085;SP;R$ 352,49
31/10/2017;11;Cliente 827;SP;R$ 1.893,51
31/10/2017;11;Cliente 623;SP;R$ 1.215,00
31/10/2017;11;Cliente 955;SP;R$ 723,54
31/10/2017;11;Cliente 955;SP;R$ 920,90
31/10/2017;11;Cliente 1006;SP;R$ 594,80
31/10/2017;11;Cliente 1006;SP;R$ 1.416,03
31/10/2017;11;Cliente 254;SP;R$ 154,18
31/10/2017;11;Cliente 563;SP;R$ 709,41
31/10/2017;11;Cliente 563;SP;R$ 919,32
31/10/2017;11;Cliente 563;SP;R$ 608,98
31/10/2017;11;Cliente 1086;SP;R$ 636,46
31/10/2017;11;Cliente 1086;SP;R$ 18,21
31/10/2017;11;Cliente 1041;SP;R$ 1.308,17
01/11/2017;11;Cliente 355;SP;R$ 382,26
01/11/2017;11;Cliente 1087;SP;R$ 64.813,95
01/11/2017;11;Cliente 1087;SP;R$ 70.496,87
01/11/2017;11;Cliente 1087;SP;R$ 43.997,89
01/11/2017;11;Cliente 1087;SP;R$ 32.193,23
01/11/2017;11;Cliente 1088;SP;R$ 2.192,72
01/11/2017;11;Cliente 1088;SP;R$ 599,14
01/11/2017;11;Cliente 819;SP;R$ 578,82
01/11/2017;11;Cliente 819;SP;R$ 5.439,59
01/11/2017;11;Cliente 393;SP;R$ 969,25
01/11/2017;11;Cliente 1087;SP;R$ 60.431,06
01/11/2017;11;Cliente 1087;SP;R$ 68.387,48
01/11/2017;11;Cliente 741;SP;R$ 50.434,72
01/11/2017;11;Cliente 741;SP;R$ 22.544,99
03/11/2017;11;Cliente 1086;SP;R$ 1.570,21
06/11/2017;11;Cliente 148;SP;R$ 371,22
06/11/2017;11;Cliente 524;SP;R$ 1.149,76
06/11/2017;11;Cliente 1026;SP;R$ 847,37
06/11/2017;11;Cliente 1026;SP;R$ 344,31
06/11/2017;11;Cliente 1089;SP;R$ 363,94
06/11/2017;11;Cliente 256;SP;R$ 767,60
06/11/2017;11;Cliente 256;SP;R$ 418,13
06/11/2017;11;Cliente 281;SP;R$ 1.065,94
06/11/2017;11;Cliente 281;SP;R$ 888,65
06/11/2017;11;Cliente 281;SP;R$ 987,81
07/11/2017;11;Cliente 1092;SP;R$ 131,20
07/11/2017;11;Cliente 789;SP;R$ 298,23
07/11/2017;11;Cliente 789;SP;R$ 677,84
07/11/2017;11;Cliente 245;SP;R$ 1.177,73
07/11/2017;11;Cliente 483;SP;R$ 652,40
07/11/2017;11;Cliente 483;SP;R$ 432,63
07/11/2017;11;Cliente 483;SP;R$ 579,74
07/11/2017;11;Cliente 158;SP;R$ 934,44
07/11/2017;11;Cliente 793;SP;R$ 3.106,38
07/11/2017;11;Cliente 283;SP;R$ 420,81
07/11/2017;11;Cliente 204;SP;R$ 754,79
07/11/2017;11;Cliente 204;SP;R$ 1.268,30
07/11/2017;11;Cliente 36;SP;R$ 678,62
07/11/2017;11;Cliente 537;SP;R$ 463,14
07/11/2017;11;Cliente 934;SP;R$ 528,77
08/11/2017;11;Cliente 941;SP;R$ 468,07
08/11/2017;11;Cliente 47;SP;R$ 4.151,80
08/11/2017;11;Cliente 1053;SP;R$ 2.610,24
08/11/2017;11;Cliente 330;SP;R$ 2.428,80
08/11/2017;11;Cliente 793;SP;R$ 1.170,65
08/11/2017;11;Cliente 84;SP;R$ 1.273,90
09/11/2017;11;Cliente 1094;SP;R$ 2.990,78
09/11/2017;11;Cliente 941;SP;R$ 826,41
09/11/2017;11;Cliente 941;SP;R$ 399,77
09/11/2017;11;Cliente 1095;SP;R$ 721,90
09/11/2017;11;Cliente 867;SP;R$ 728,93
09/11/2017;11;Cliente 943;SP;R$ 1.815,57
09/11/2017;11;Cliente 943;SP;R$ 1.474,20
09/11/2017;11;Cliente 943;SP;R$ 1.163,49
09/11/2017;11;Cliente 142;SP;R$ 495,27
09/11/2017;11;Cliente 142;SP;R$ 555,44
09/11/2017;11;Cliente 142;SP;R$ 797,01
10/11/2017;11;Cliente 318;SP;R$ 743,16
10/11/2017;11;Cliente 118;SP;R$ 797,32
10/11/2017;11;Cliente 118;SP;R$ 794,22
10/11/2017;11;Cliente 118;SP;R$ 612,50
10/11/2017;11;Cliente 793;SP;R$ 991,57
10/11/2017;11;Cliente 371;SP;R$ 2.442,61
